id,title,url,provider,type,description,difficulty,est_hours,skills_taught,skills_required,quality,notes
RES-034,Kaggle: House Prices — Advanced Regression Techniques,https://www.kaggle.com/competitions/house-prices-advanced-regression-techniques,Kaggle,project,A regression problem with enough messy features to force real preprocessing and feature engineering decisions. A good second project once a first model has been shipped.,3,12,"feature-engineering:3, model-evaluation:3, exploratory-data-analysis:3","supervised-learning:2, pandas-cleaning:2",4,LINK: high confidence.
RES-035,Google Colab: Welcome Notebook,https://colab.research.google.com/,Google,article,The zero-install notebook environment with free compute. Worth twenty minutes early so that no later resource is blocked on a local Python setup.,1,1,jupyter-notebooks:2,,4,LINK: high confidence.
RES-036,Jupyter Documentation,https://docs.jupyter.org/en/latest/,Project Jupyter,article,"Official documentation on running, configuring and organising notebooks locally. Useful once browser-based notebooks stop being sufficient.",2,3,jupyter-notebooks:3,python-basics:2,3,LINK: high confidence.
RES-037,Microsoft Learn: Power BI Training,https://learn.microsoft.com/en-us/training/powerplatform/power-bi,Microsoft,course,"Structured modules on connecting data sources, modelling and building reports in Power BI. Free, first-party and mapped to the certification.",2,20,bi-dashboards:4,data-visualization-principles:2,4,LINK: verify — Microsoft Learn paths get reorganised.
RES-038,Tableau Free Training Videos,https://www.tableau.com/learn/training/,Tableau,video,"First-party video training covering connections, calculations and dashboard construction. Best for someone whose target employer already uses Tableau.",2,15,bi-dashboards:3,data-visualization-principles:2,3,LINK: verify.
RES-039,Storytelling with Data — Blog,https://www.storytellingwithdata.com/blog,Cole Nussbaumer Knaflic,article,Detailed chart makeovers showing why a visual failed and what a better version communicates. The clearest free material on presenting analysis to a non-technical audience.,2,6,"data-storytelling:3, data-visualization-principles:3",,5,LINK: high confidence.
RES-040,Exceljet: Excel Formulas and Functions,https://exceljet.net/formulas,Exceljet,article,"A searchable library of worked formula examples with explanations, covering lookups, conditionals and aggregation. Reference material rather than a course.",2,8,excel-analysis:3,,4,LINK: verify path — site sections have been restructured before.
RES-041,A/B Testing — Optimizely Optimization Glossary,https://www.optimizely.com/optimization-glossary/ab-testing/,Optimizely,article,"A clear practitioner's overview of what an A/B test is, how it is run and the common ways teams misread results. Short introduction, not a statistics course.",2,2,ab-testing:2,hypothesis-testing:2,3,LINK: verify.
RES-042,StrataScratch Data Science Practice Problems,https://www.stratascratch.com/,StrataScratch,assessment,"Interview-style SQL and Python problems drawn from real company screens, with community solutions. Free tier is limited but sufficient for practice.",3,10,"sql-subqueries:3, pandas-groupby:3","sql-joins:3, pandas-dataframes:2",3,LINK: verify — free-tier limits change.
RES-043,Google Data Analytics Professional Certificate,https://www.coursera.org/professional-certificates/google-data-analytics,Google / Coursera,course,"An eight-course programme covering the analyst workflow from question framing through spreadsheets, SQL, R and dashboards. Auditable free; the certificate is paid. Its strength is structure and career framing for career-changers.",2,180,"excel-analysis:3, sql-basics:3, data-storytelling:3, bi-dashboards:2",,4,LINK: high confidence. Very long — usually only partially assigned.
RES-044,MIT OpenCourseWare: Introduction to Computational Thinking and Data Science,https://ocw.mit.edu/courses/6-0002-introduction-to-computational-thinking-and-data-science-fall-2016/,MIT OpenCourseWare,course,"University-level lectures on optimisation, stochastic models and statistical reasoning in Python. Considerably more rigorous than bootcamp material and appropriate for someone who wants the theory.",4,40,"probability-basics:4, inferential-statistics:4, python-functions:3","python-basics:3, descriptive-statistics:2",4,LINK: verify — OCW course URLs include the term and can change.
RES-045,Full Stack Deep Learning — Course Materials,https://fullstackdeeplearning.com/course/,Full Stack Deep Learning,course,"Covers taking models beyond a notebook: infrastructure, testing, deployment and monitoring. Aimed at people who can already train a model and now need it to run somewhere.",4,25,"ml-deployment:3, model-evaluation:3","deep-learning-basics:2, git-version-control:2",4,LINK: verify.
RES-046,Practical Deep Learning for Coders,https://course.fast.ai/,fast.ai,course,A top-down course that has learners training working models in the first lesson before unpacking the theory. Suits people who learn by building; frustrating for those who want foundations first.,3,40,"deep-learning-basics:4, nlp-basics:3, model-evaluation:3","python-functions:3, supervised-learning:2",5,LINK: high confidence.
RES-047,Hugging Face NLP Course,https://huggingface.co/learn/nlp-course,Hugging Face,course,"Working with transformer models for text classification, tokenisation and fine-tuning, using the library the field actually uses. Assumes comfort with Python and some ML exposure.",3,20,nlp-basics:4,"supervised-learning:2, python-functions:3",5,LINK: high confidence.
RES-048,Data Cleaning Project: Messy Dataset Practice,https://www.kaggle.com/datasets,Kaggle,project,An open dataset catalogue to pick a genuinely messy real-world file and take it from raw to analysis-ready. Unstructured by design — the point is practising judgement without a tutorial's guardrails.,2,10,"pandas-cleaning:4, exploratory-data-analysis:2","pandas-cleaning:2, pandas-dataframes:3",3,"LINK: high confidence. Self-directed, not a guided course."
RES-049,Database Design Course — freeCodeCamp,https://www.youtube.com/watch?v=ztHopE5Wnpc,freeCodeCamp,video,"A long-form video covering entity relationships, keys, normal forms and schema design decisions. Sound content; the length means it works better consulted in sections.",3,8,database-design:3,sql-joins:2,3,LINK: verify — YouTube video ID should be confirmed.
RES-050,Khan Academy: AP Statistics — Significance Tests,https://www.khanacademy.org/math/ap-statistics,Khan Academy,course,"Focused treatment of sampling distributions, confidence intervals and significance testing at exam depth. Narrower and more rigorous than the general statistics track.",3,25,"hypothesis-testing:4, inferential-statistics:4","probability-basics:2, descriptive-statistics:3",4,LINK: high confidence.
RES-051,MDN: Learn Web Development,https://developer.mozilla.org/en-US/docs/Learn_web_development,Mozilla,course,"Mozilla's structured curriculum from first HTML page through CSS, JavaScript and tooling. The most reliable free reference on the web platform, written by people who document the standards.",1,60,"html-fundamentals:4, css-fundamentals:3, javascript-basics:3",,5,LINK: verify — MDN moved /docs/Learn to /docs/Learn_web_development; old path redirects.
RES-052,MDN: Structuring Content with HTML,https://developer.mozilla.org/en-US/docs/Learn_web_development/Core/Structuring_content,Mozilla,course,"Semantic elements, document structure, forms, tables and media, with the reasoning behind each choice. Covers the markup decisions that later determine accessibility.",1,15,html-fundamentals:4,,5,LINK: verify — MDN restructured its Learn section.
RES-053,MDN: CSS Styling Basics,https://developer.mozilla.org/en-US/docs/Learn_web_development/Core/Styling_basics,Mozilla,course,"Selectors, the cascade, the box model, typography and layout fundamentals. Explains why CSS behaves as it does rather than listing properties.",2,20,"css-fundamentals:4, css-layout-flexbox:2",html-fundamentals:2,5,LINK: verify — MDN path.
RES-054,freeCodeCamp: Responsive Web Design Certification,https://www.freecodecamp.org/learn/2022/responsive-web-design/,freeCodeCamp,course,"Builds HTML and CSS from scratch through guided projects, ending with five independent builds. The project requirements are what make the knowledge stick.",1,35,"html-fundamentals:4, css-fundamentals:4, responsive-design:3, css-layout-flexbox:3",,5,LINK: high confidence.
RES-055,Flexbox Froggy,https://flexboxfroggy.com/,Codepip,project,"A puzzle game teaching flexbox properties across twenty-four levels. Roughly an hour, and it removes most of the guesswork people carry about alignment for years.",1,1,css-layout-flexbox:3,css-fundamentals:2,5,LINK: high confidence.
RES-056,Grid Garden,https://cssgridgarden.com/,Codepip,project,"The same puzzle format applied to CSS Grid, covering tracks, lines and areas. Short and effective as a first exposure to two-dimensional layout.",2,1,css-grid:3,css-layout-flexbox:2,5,LINK: high confidence.
RES-057,CSS-Tricks: A Complete Guide to Flexbox,https://css-tricks.com/snippets/css/a-guide-to-flexbox/,CSS-Tricks,article,"The reference diagram every developer returns to, showing each flex property and its visual effect. Reference material rather than instruction.",2,2,css-layout-flexbox:3,css-fundamentals:2,5,LINK: high confidence.
RES-058,CSS-Tricks: A Complete Guide to CSS Grid,https://css-tricks.com/snippets/css/complete-guide-grid/,CSS-Tricks,article,"The companion Grid reference covering template areas, sizing functions and placement. Pairs well with a hands-on exercise.",2,2,css-grid:3,css-layout-flexbox:2,5,LINK: high confidence.
RES-059,javascript.info — The Modern JavaScript Tutorial,https://javascript.info/,Ilya Kantor,course,"A deep, well-sequenced treatment of the language from basics through prototypes, promises and modules. Thorough enough to serve as a primary source and a long-term reference.",2,50,"javascript-basics:4, es6-features:4, javascript-async:4, javascript-dom:3",,5,LINK: high confidence.
RES-060,freeCodeCamp: JavaScript Algorithms and Data Structures,https://www.freecodecamp.org/learn/javascript-algorithms-and-data-structures/,freeCodeCamp,course,"Language fundamentals plus algorithmic problem-solving, ending in five certification projects. The algorithm sections double as interview preparation.",2,40,"javascript-basics:4, es6-features:3",,4,LINK: high confidence.
RES-061,MDN: Asynchronous JavaScript,https://developer.mozilla.org/en-US/docs/Learn_web_development/Extensions/Async_JS,Mozilla,course,"Callbacks, promises, async/await and the event loop, with the failure modes each one introduces. The concept most self-taught developers half-understand.",3,8,javascript-async:4,"javascript-basics:3, es6-features:2",5,LINK: verify — MDN path.
RES-062,MDN: Fetch API,https://developer.mozilla.org/en-US/docs/Web/API/Fetch_API,Mozilla,article,"Reference documentation for making HTTP requests from the browser, including headers, response handling and errors. Consult it rather than read it front to back.",3,3,rest-api-consumption:3,javascript-async:3,4,LINK: high confidence.
RES-063,The Odin Project: Foundations,https://www.theodinproject.com/paths/foundations,The Odin Project,course,"A curated full-stack path covering command line, Git, HTML, CSS and JavaScript, with projects at each stage. Notable for teaching the surrounding tooling most courses skip.",2,60,"html-fundamentals:3, css-fundamentals:3, javascript-basics:3, git-version-control:3, command-line-basics:3",,5,LINK: high confidence.
RES-064,The Odin Project: Full Stack JavaScript,https://www.theodinproject.com/paths/full-stack-javascript,The Odin Project,course,"Continues from the foundations into React, Node, Express and databases with substantial independent projects. Demanding and largely self-directed.",3,150,"react-fundamentals:4, react-hooks:3, nodejs-basics:3, express-apis:3, database-integration:3","javascript-basics:3, es6-features:2",5,LINK: high confidence. Very long — assign specific sections.
RES-065,React: Learn React (Official Docs),https://react.dev/learn,Meta,course,"The rewritten official tutorial covering components, props, state and effects with interactive examples. Now the best single React starting point.",3,20,"react-fundamentals:4, react-hooks:4","javascript-dom:2, es6-features:3",5,LINK: high confidence.
RES-066,React: Thinking in React,https://react.dev/learn/thinking-in-react,Meta,article,A short guide to decomposing a design into a component tree and deciding where state belongs. The architectural habit that separates working React from maintainable React.,3,2,react-fundamentals:3,react-fundamentals:2,5,LINK: high confidence.
RES-067,freeCodeCamp: Front End Development Libraries,https://www.freecodecamp.org/learn/front-end-development-libraries/,freeCodeCamp,course,"Covers Bootstrap, jQuery, Sass, React and Redux with five certification projects. The React and Redux sections are the reason to take it; the jQuery material is dated.",3,35,"react-fundamentals:3, react-state-management:3","javascript-basics:3, css-fundamentals:2",3,LINK: high confidence. Partly dated curriculum.
RES-068,Next.js Learn,https://nextjs.org/learn,Vercel,course,"An interactive course building a working dashboard application, covering routing, data fetching, streaming and deployment. Ships something real at the end.",3,15,"nextjs-basics:4, react-hooks:3",react-fundamentals:3,5,LINK: high confidence.
RES-069,TypeScript Handbook,https://www.typescriptlang.org/docs/handbook/intro.html,Microsoft,course,"Official coverage of types, interfaces, generics and configuration. Dense; most learners take the first half and return to the rest as needed.",3,12,typescript-basics:4,es6-features:3,4,LINK: high confidence.
RES-070,Tailwind CSS: Utility-First Fundamentals,https://tailwindcss.com/docs/styling-with-utility-classes,Tailwind Labs,article,"Explains the utility-first approach and when it beats writing custom CSS. Short, and the philosophy section matters more than the class list.",2,4,css-frameworks-tailwind:3,"css-fundamentals:3, responsive-design:2",4,LINK: verify — Tailwind renamed this docs page between major versions.
RES-071,Node.js: Introduction and Guides,https://nodejs.org/en/learn,OpenJS Foundation,course,"Official guides on the runtime, modules, the file system and asynchronous patterns outside the browser. Reference-style but current.",3,10,nodejs-basics:3,"javascript-async:3, command-line-basics:2",4,LINK: high confidence.
RES-072,Express: Routing Guide,https://expressjs.com/en/guide/routing.html,OpenJS Foundation,article,"The official explanation of route definitions, parameters and middleware chaining. Short and necessary before designing any API surface.",3,3,express-apis:3,nodejs-basics:2,4,LINK: high confidence.
RES-073,freeCodeCamp: Back End Development and APIs,https://www.freecodecamp.org/learn/back-end-development-and-apis/,freeCodeCamp,course,"Node, Express and MongoDB through five build-and-submit API projects. Practical, though the database portion is document-oriented rather than relational.",3,30,"nodejs-basics:3, express-apis:4, rest-api-consumption:3",javascript-async:2,4,LINK: high confidence.
RES-074,Prisma: Getting Started,https://www.prisma.io/docs/getting-started,Prisma,course,"Setting up a typed database client, modelling a schema and running migrations against a relational database. The fastest route from an Express app to a working database layer.",3,6,database-integration:3,"express-apis:2, sql-basics:2",4,LINK: high confidence.
RES-075,JWT: Introduction to JSON Web Tokens,https://jwt.io/introduction,Auth0,article,"Explains token structure, signing and the cases where tokens are and are not the right choice. Necessary background before implementing any auth flow.",3,2,authentication-basics:2,express-apis:2,4,LINK: high confidence.
RES-076,web.dev: Learn Accessibility,https://web.dev/learn/accessibility,Google,course,"Structured modules on semantic HTML, ARIA, focus management and testing with assistive technology. Practical and standards-aligned.",3,10,web-accessibility:4,html-fundamentals:3,5,LINK: high confidence.
RES-077,web.dev: Learn Performance,https://web.dev/learn/performance,Google,course,"Covers Core Web Vitals, resource loading, rendering and measurement methodology. Written by the team that defines the metrics browsers report.",3,10,web-performance:4,"javascript-basics:3, css-fundamentals:2",5,LINK: high confidence.
RES-078,MDN: Accessibility Learning Module,https://developer.mozilla.org/en-US/docs/Learn_web_development/Core/Accessibility,Mozilla,course,Accessibility fundamentals framed around markup decisions and testing. Overlaps with web.dev's course; pick one rather than both.,2,8,web-accessibility:3,html-fundamentals:2,4,LINK: verify — MDN path.
RES-079,React Testing Library: Introduction,https://testing-library.com/docs/react-testing-library/intro/,Testing Library,article,Documentation for testing components by their visible behaviour rather than internals. The philosophy section is the important part.,3,4,frontend-testing:3,react-hooks:2,4,LINK: high confidence.
RES-080,Vitest Guide,https://vitest.dev/guide/,VoidZero,course,"Setting up and writing tests with the Vite-native test runner, including mocking and coverage. Now the common default for new frontend projects.",3,5,frontend-testing:3,es6-features:2,4,LINK: high confidence.
RES-081,Learn Git Branching,https://learngitbranching.js.org/,Peter Cottle,project,"An interactive visualiser where branching, merging and rebasing are practised against a live commit graph. The fastest way to stop being afraid of Git.",2,4,git-version-control:4,command-line-basics:2,5,LINK: high confidence.
RES-082,Pro Git (Book),https://git-scm.com/book/en/v2,Scott Chacon & Ben Straub,course,The complete free Git reference from basics through internals. Chapters two and three carry most of the day-to-day value.,3,15,git-version-control:4,command-line-basics:2,5,LINK: high confidence.
RES-083,GitHub Skills,https://skills.github.com/,GitHub,course,"Short interactive exercises run inside real repositories, covering pull requests, code review and Actions. Teaches collaboration rather than the Git CLI.",2,5,git-version-control:3,,4,LINK: high confidence.
RES-084,MDN: Command Line Crash Course,https://developer.mozilla.org/en-US/docs/Learn_web_development/Getting_started/Environment_setup/Command_line,Mozilla,article,"Terminal navigation, file operations and running build tools, aimed at developers rather than system administrators.",1,3,command-line-basics:3,,4,LINK: verify — MDN path.
RES-085,Frontend Mentor Challenges,https://www.frontendmentor.io/challenges,Frontend Mentor,project,"Real design files to build against, with a community reviewing submissions. The free tier is enough to build a portfolio, and working from a designer's spec is a skill tutorials never teach.",2,25,"css-layout-flexbox:4, responsive-design:4, css-grid:3, html-fundamentals:4",css-fundamentals:3,5,LINK: high confidence.
RES-086,Laws of UX,https://lawsofux.com/,Jon Yablonski,article,"Short entries on the psychological principles behind interface decisions, each with examples. A fast way for a developer to reason about design instead of guessing.",2,3,ui-design-basics:2,,4,LINK: high confidence.
RES-087,Figma: Get Started Guide,https://help.figma.com/hc/en-us/categories/360002051613-Get-started,Figma,course,"Official tutorials on frames, components, auto layout and prototyping. Enough to read a designer's file and build from it, which is the common developer need.",2,6,ui-design-basics:3,,4,LINK: verify — Figma help-centre category IDs change.
RES-088,Refactoring UI — Free Design Tips,https://www.refactoringui.com/,Adam Wathan & Steve Schoger,article,"Practical rules for developers on hierarchy, spacing, colour and typography. The paid book is optional; the free material alone lifts most developer-built interfaces noticeably.",2,3,ui-design-basics:3,css-fundamentals:2,4,LINK: verify — free vs paid split may have changed.
RES-089,Vercel Documentation: Deployments,https://vercel.com/docs/deployments,Vercel,article,"How git-connected deploys, preview environments and environment variables work. The shortest path from a local frontend to a public URL.",2,3,deployment-basics:3,git-version-control:2,4,LINK: verify — Vercel docs paths are reorganised often.
RES-090,Netlify Documentation: Get Started,https://docs.netlify.com/get-started/,Netlify,article,"Connecting a repository, configuring builds and managing environment settings. Equivalent to the Vercel path; pick one.",2,3,deployment-basics:3,git-version-control:2,3,LINK: verify.
RES-091,React Router: Tutorial,https://reactrouter.com/start/framework/routing,Remix / Shopify,course,"Route configuration, nested layouts, parameters and navigation. Necessary for any React app past a single screen.",3,5,react-routing:3,react-hooks:2,4,LINK: verify — React Router docs restructured across v6/v7.
RES-092,Zustand Documentation,https://zustand.docs.pmnd.rs/,Poimandres,article,A minimal state management library documented in a single readable page. A pragmatic answer once prop drilling and context become painful.,3,3,react-state-management:3,react-hooks:3,4,LINK: verify.
RES-093,MDN: Client-side Web APIs,https://developer.mozilla.org/en-US/docs/Learn_web_development/Extensions/Client-side_APIs,Mozilla,course,"Working with browser APIs including the DOM, fetch, storage and media. Bridges language fundamentals and real application code.",3,10,"javascript-dom:4, rest-api-consumption:3",javascript-basics:3,4,LINK: verify — MDN path.
RES-094,Build a Full-Stack App: Portfolio Project,https://roadmap.sh/full-stack,roadmap.sh,project,A community roadmap with project ideas and skill checkpoints for full-stack work. Best used as a scoping and gap-checking tool rather than instruction.,3,40,"express-apis:3, react-hooks:3, deployment-basics:3, database-integration:2","react-fundamentals:3, nodejs-basics:2",3,LINK: high confidence. Not a course — a roadmap plus project prompts.
RES-095,Chrome DevTools Documentation,https://developer.chrome.com/docs/devtools,Google,article,"Reference for the debugging, network, performance and accessibility panels. Learning the profiler properly pays back repeatedly.",2,5,"web-performance:3, javascript-dom:2",javascript-basics:2,4,LINK: high confidence.
